issue_key,existence,property,executive,summary,description,issue_type,status,resolution,priority,labels,components,created,updated,resolved,votes,watchers,parent_key,comment_count,attachment_count,combined_text,tokens,preprocessed_text,token_count,description_length
TIKA-3416,True,False,False,Extract logical images from PDFs,"PDFs, bless their hearts, can store a logical image as hundreds or thousands of subimages that when rendered, look like one image.  

We currently have the option to let the user render the page and run OCR on that rendered image, or the user can extract inline images (and optionally run OCR on those extracted images).  

Processing inline images, e.g. running OCR, can lead to surprising behavior and user tears (for those paying attention), not only because of this split image issue but also because PDFs can add filters and other modifiers to an image so that the image as stored in the PDF may not look at all like the image as rendered in a PDF.

There has to be a happier medium, and the user should be able to get back the renderings in, e.g., the /unpack endpoint (see TIKA-3348).

It would be handy for some use cases to do the geometry to find bounding boxes for image components and then render those bounding boxes so that a human gets a ""logical image"" <hand_waving>most of the time</hand_waving>.

There would have to be some heuristics for when to give up and just render the whole page, but I think we could do something that performed well enough.  More importantly, I'm sure this is a solved problem...any recs for efficient algorithms for this?

What do you think?

",New Feature,Open,,Major,,,2021-05-24T16:45:08.427+0000,2021-05-24T17:46:25.583+0000,,0,2,,1,0,"Extract logical images from PDFs PDFs, bless their hearts, can store a logical image as hundreds or thousands of subimages that when rendered, look like one image.  

We currently have the option to let the user render the page and run OCR on that rendered image, or the user can extract inline images (and optionally run OCR on those extracted images).  

Processing inline images, e.g. running OCR, can lead to surprising behavior and user tears (for those paying attention), not only because of this split image issue but also because PDFs can add filters and other modifiers to an image so that the image as stored in the PDF may not look at all like the image as rendered in a PDF.

There has to be a happier medium, and the user should be able to get back the renderings in, e.g., the /unpack endpoint (see TIKA-3348).

It would be handy for some use cases to do the geometry to find bounding boxes for image components and then render those bounding boxes so that a human gets a ""logical image"" <hand_waving>most of the time</hand_waving>.

There would have to be some heuristics for when to give up and just render the whole page, but I think we could do something that performed well enough.  More importantly, I'm sure this is a solved problem...any recs for efficient algorithms for this?

What do you think?

",extract logical image pdfs pdfs bless heart store logical image hundred thousand subimages rendered look image currently option let user render page run ocr rendered image user extract inline image optionally run ocr extracted image processing inline image running ocr lead surprising behavior user tear paying attention split image pdfs add filter modifier image image stored pdf may look image rendered pdf happier medium user able back rendering unpack endpoint see handy case geometry find bounding box image component render bounding box human logical image hand waving time hand waving heuristic give render whole page think something performed well enough importantly sure solved problem recs efficient algorithm think,extract logical image pdfs pdfs bless heart store logical image hundred thousand subimages rendered look image currently option let user render page run ocr rendered image user extract inline image optionally run ocr extracted image processing inline image running ocr lead surprising behavior user tear paying attention split image pdfs add filter modifier image image stored pdf may look image rendered pdf happier medium user able back rendering unpack endpoint see handy case geometry find bounding box image component render bounding box human logical image hand waving time hand waving heuristic give render whole page think something performed well enough importantly sure solved problem recs efficient algorithm think,108,1302
TIKA-3375,False,True,True,Release new version,"Hello,

It seems that Tika v1.26 is using apache cxf 3.4.2. It was discovered somewhat recently that there is a vulnerability in that particular library and a fix has been made in 3.4.3. See CVE-2021-22696 for more details. 

It looks like there is already a fix in the main branch performed in the following commit: [https://github.com/apache/tika/commit/cacde72bb5dea1c4dd6de1e796ced32b8708fa57]

Is it possible to get Tika v1.27 released so this vulnerability can be mitigated? 

Thanks!",Wish,Open,,Major,,,2021-04-28T15:16:59.355+0000,2021-04-28T16:18:20.441+0000,,0,3,,4,0,"Release new version Hello,

It seems that Tika v1.26 is using apache cxf 3.4.2. It was discovered somewhat recently that there is a vulnerability in that particular library and a fix has been made in 3.4.3. See CVE-2021-22696 for more details. 

It looks like there is already a fix in the main branch performed in the following commit: [https://github.com/apache/tika/commit/cacde72bb5dea1c4dd6de1e796ced32b8708fa57]

Is it possible to get Tika v1.27 released so this vulnerability can be mitigated? 

Thanks!",release version hello seems cxf discovered somewhat recently vulnerability particular library fix made see cve detail look already fix main branch performed following commit possible released vulnerability mitigated,release version hello seems cxf discovered somewhat recently vulnerability particular library fix made see cve detail look already fix main branch performed following commit possible released vulnerability mitigated,28,498
TIKA-3370,False,True,False,Refactor the AsyncProcessor in 2.x,"Yesterday, I finally got back to trying to wire the AsyncProcessor in tika-pipes into the AsyncHandler in tika-server.  I've now convinced myself that the notorious antipattern of using a db as a queue is in fact a really, really bad idea -- there's every chance that I wasn't doing it right or that H2 isn't a great choice...my $ is on the former.

Nevertheless, I think removing H2 from that process and going with a modification of our ForkParser or a lightweight purpose-built knock-off to handle fetchers and emitters will be as robust, a bunch cleaner, have fewer dependencies and hopefully be more performant than what I had in the AsyncProcessor.

Immediate term, I'd like to get this running and wired into tika-server.  Longer term, we can use this instead of tika-batch in tika-app...more use, fewer bugs.

This is the last item I'd like to finish before 2.0.0-BETA.",Task,Resolved,Fixed,Major,,,2021-04-24T11:31:40.271+0000,2021-05-11T14:44:00.811+0000,2021-05-11T14:44:00.740+0000,0,2,,4,0,"Refactor the AsyncProcessor in 2.x Yesterday, I finally got back to trying to wire the AsyncProcessor in tika-pipes into the AsyncHandler in tika-server.  I've now convinced myself that the notorious antipattern of using a db as a queue is in fact a really, really bad idea -- there's every chance that I wasn't doing it right or that H2 isn't a great choice...my $ is on the former.

Nevertheless, I think removing H2 from that process and going with a modification of our ForkParser or a lightweight purpose-built knock-off to handle fetchers and emitters will be as robust, a bunch cleaner, have fewer dependencies and hopefully be more performant than what I had in the AsyncProcessor.

Immediate term, I'd like to get this running and wired into tika-server.  Longer term, we can use this instead of tika-batch in tika-app...more use, fewer bugs.

This is the last item I'd like to finish before 2.0.0-BETA.",refactor async processor yesterday finally got back trying wire async processor pipe async handler server convinced notorious antipattern queue fact really really bad idea every chance right great choice former nevertheless think removing process going modification fork parser lightweight purpose built knock handle fetchers emitter robust bunch cleaner fewer dependency hopefully performant async processor immediate term running wired server longer term instead batch app fewer bug last item finish beta,refactor async processor yesterday finally got back trying wire async processor pipe async handler server convinced notorious antipattern queue fact really really bad idea every chance right great choice former nevertheless think removing process going modification fork parser lightweight purpose built knock handle fetchers emitter robust bunch cleaner fewer dependency hopefully performant async processor immediate term running wired server longer term instead batch app fewer bug last item finish beta,70,883
TIKA-3352,True,False,False,Add a handler for json output from the /tika endpoint,"I've been focusing mostly on the {{/rmeta}} endpoint.  However, for many users who aren't enthusiasts of the wild and crazy things that can happen with embedded files (e.g., the rest of the world), it would be useful to have some of the advantages of the /rmeta endpoint without the complexity.

This would allow text + metadata in the response (for those who don't want to parse the xhtml).  It would include ""late metadata"", that is metadata that is only added after the content extraction has begun, which does not appear in our usual xhtml output.  This would enable storing the stacktrace (if the -s/--stackTrace commandline option is selected) in a field (as is done in /rmeta) so that users would get what they could from a failed parse and be able to align parse exceptions with the detected mime type.

Unlike /rmeta, this proposal would not include stacktraces from embedded files.",Task,Resolved,Fixed,Major,,,2021-04-13T18:57:11.800+0000,2021-04-14T15:06:24.711+0000,2021-04-14T13:54:34.304+0000,0,2,,2,0,"Add a handler for json output from the /tika endpoint I've been focusing mostly on the {{/rmeta}} endpoint.  However, for many users who aren't enthusiasts of the wild and crazy things that can happen with embedded files (e.g., the rest of the world), it would be useful to have some of the advantages of the /rmeta endpoint without the complexity.

This would allow text + metadata in the response (for those who don't want to parse the xhtml).  It would include ""late metadata"", that is metadata that is only added after the content extraction has begun, which does not appear in our usual xhtml output.  This would enable storing the stacktrace (if the -s/--stackTrace commandline option is selected) in a field (as is done in /rmeta) so that users would get what they could from a failed parse and be able to align parse exceptions with the detected mime type.

Unlike /rmeta, this proposal would not include stacktraces from embedded files.",add handler json output endpoint focusing mostly rmeta endpoint however many user enthusiast wild crazy thing happen embedded file rest world useful advantage rmeta endpoint without complexity allow text metadata response parse xhtml include late metadata metadata added content extraction begun appear usual xhtml output enable storing stacktrace stack trace commandline option selected field done rmeta user failed parse able align parse exception detected mime type unlike rmeta proposal include stacktraces embedded file,add handler json output endpoint focusing mostly rmeta endpoint however many user enthusiast wild crazy thing happen embedded file rest world useful advantage rmeta endpoint without complexity allow text metadata response parse xhtml include late metadata metadata added content extraction begun appear usual xhtml output enable storing stacktrace stack trace commandline option selected field done rmeta user failed parse able align parse exception detected mime type unlike rmeta proposal include stacktraces embedded file,73,895
TIKA-3348,True,False,False,Improve the workflow for extracting and returning images from PDFs and other containers using Tika Server..,"There's a set of bumps in the road to navigate when extracting images from PDFs, retrieving them and managing the metadata using Tika Server.

The first is knowing that /unpack will do the basic job and return the embedded objects in a zip file (presuming setExtractInlineImages is True). Documenting this clearly in the Tika Server wiki page would help people enormously.

But processing those images after they've been extracted will either need inspecting with another tool or using /rmeta to return the mime types and the rest of the metadata.

This means that multiple passes need to be made over the same file and the same processes of extraction, identification and temporary storage will be made over.

The server processes of /rmeta and /unpack need to be melded. The simplest may be to generate /rmeta metadata in the __META__ file object added to the returned zip file. A more complicated but perhaps more hypermedia way would be to use Content Negotiation and indicate an Accept application/zip in the /rmeta request.

I've indicated a Fix version of 2.0 because it is if not a breaking change a considerable one.

I'm available for Help Wanted, if that helps.

 ",Improvement,Open,,Major,,server,2021-04-06T16:51:58.615+0000,2021-07-22T11:49:09.156+0000,,0,2,,5,0,"Improve the workflow for extracting and returning images from PDFs and other containers using Tika Server.. There's a set of bumps in the road to navigate when extracting images from PDFs, retrieving them and managing the metadata using Tika Server.

The first is knowing that /unpack will do the basic job and return the embedded objects in a zip file (presuming setExtractInlineImages is True). Documenting this clearly in the Tika Server wiki page would help people enormously.

But processing those images after they've been extracted will either need inspecting with another tool or using /rmeta to return the mime types and the rest of the metadata.

This means that multiple passes need to be made over the same file and the same processes of extraction, identification and temporary storage will be made over.

The server processes of /rmeta and /unpack need to be melded. The simplest may be to generate /rmeta metadata in the __META__ file object added to the returned zip file. A more complicated but perhaps more hypermedia way would be to use Content Negotiation and indicate an Accept application/zip in the /rmeta request.

I've indicated a Fix version of 2.0 because it is if not a breaking change a considerable one.

I'm available for Help Wanted, if that helps.

 ",improve workflow extracting returning image pdfs container server bump road navigate extracting image pdfs retrieving managing metadata server first knowing unpack basic job return embedded object zip file presuming extract inline image true documenting clearly server wiki page help people enormously processing image extracted either inspecting another tool rmeta return mime type rest metadata mean multiple pass made file process extraction identification temporary storage made server process rmeta unpack melded simplest may generate rmeta metadata meta file object added returned zip file complicated perhaps hypermedia way content negotiation indicate accept application zip rmeta request indicated fix version breaking change considerable available help wanted help,improve workflow extracting returning image pdfs container server bump road navigate extracting image pdfs retrieving managing metadata server first knowing unpack basic job return embedded object zip file presuming extract inline image true documenting clearly server wiki page help people enormously processing image extracted either inspecting another tool rmeta return mime type rest metadata mean multiple pass made file process extraction identification temporary storage made server process rmeta unpack melded simplest may generate rmeta metadata meta file object added returned zip file complicated perhaps hypermedia way content negotiation indicate accept application zip rmeta request indicated fix version breaking change considerable available help wanted help,104,1189
TIKA-3325,True,False,False,Add header to limit extracted content,"In Tika server, it would be very useful to handle a new header in the requests of the /rmeta endpoint, that would allow to define a bytes limitation of the data content extracted from documents.

For example the header ""writeLimit: 1000000"" would guarantee that the ""X-TIKA:content"" metadata object would not exceed 1000000 bytes",Improvement,Resolved,Fixed,Major,,server,2021-03-16T13:03:28.547+0000,2021-04-26T19:17:04.394+0000,2021-03-24T16:10:48.570+0000,0,3,,7,0,"Add header to limit extracted content In Tika server, it would be very useful to handle a new header in the requests of the /rmeta endpoint, that would allow to define a bytes limitation of the data content extracted from documents.

For example the header ""writeLimit: 1000000"" would guarantee that the ""X-TIKA:content"" metadata object would not exceed 1000000 bytes",add header limit extracted content server useful handle header request rmeta endpoint allow define byte limitation data content extracted document example header write limit guarantee content metadata object exceed byte,add header limit extracted content server useful handle header request rmeta endpoint allow define byte limitation data content extracted document example header write limit guarantee content metadata object exceed byte,30,331
TIKA-3313,False,True,False,Improve performance and usability of RereadableInputStream,"I was challenged by the following comment in RereadableInputStream:
{code:java}
// TODO: At some point it would be better to replace the current approach
 // (specifying the above) with more automated behavior. The stream could
 // keep the original stream open until EOF was reached. For example, if:
 //
 // the original stream is 10 bytes, and
 // only 2 bytes are read on the first pass
 // rewind() is called
 // 5 bytes are read
 //
 // In this case, this instance gets the first 2 from its store,
 // and the next 3 from the original stream, saving those additional 3
 // bytes in the store. In this way, only the maximum number of bytes
 // ever needed must be saved in the store; unused bytes are never read.
 // The original stream is closed when EOF is reached, or when close()
 // is called, whichever comes first. Using this approach eliminates
 // the need to specify the flag (though makes implementation more complex).{code}

Challenge accepted

",Improvement,Resolved,Fixed,Major,,,2021-03-04T19:13:43.049+0000,2021-03-15T22:09:40.143+0000,2021-03-15T21:22:35.929+0000,0,3,,9,0,"Improve performance and usability of RereadableInputStream I was challenged by the following comment in RereadableInputStream:
{code:java}
// TODO: At some point it would be better to replace the current approach
 // (specifying the above) with more automated behavior. The stream could
 // keep the original stream open until EOF was reached. For example, if:
 //
 // the original stream is 10 bytes, and
 // only 2 bytes are read on the first pass
 // rewind() is called
 // 5 bytes are read
 //
 // In this case, this instance gets the first 2 from its store,
 // and the next 3 from the original stream, saving those additional 3
 // bytes in the store. In this way, only the maximum number of bytes
 // ever needed must be saved in the store; unused bytes are never read.
 // The original stream is closed when EOF is reached, or when close()
 // is called, whichever comes first. Using this approach eliminates
 // the need to specify the flag (though makes implementation more complex).{code}

Challenge accepted

",improve performance usability rereadable input stream challenged following comment rereadable input stream code java todo point better replace current approach specifying automated behavior stream keep original stream open eof reached example original stream byte byte read first pas rewind called byte read case instance first store next original stream saving additional byte store way maximum number byte ever needed must saved store unused byte never read original stream closed eof reached close called whichever come first approach eliminates specify flag though implementation complex code challenge accepted,improve performance usability rereadable input stream challenged following comment rereadable input stream code java todo point better replace current approach specifying automated behavior stream keep original stream open eof reached example original stream byte byte read first pas rewind called byte read case instance first store next original stream saving additional byte store way maximum number byte ever needed must saved store unused byte never read original stream closed eof reached close called whichever come first approach eliminates specify flag though implementation complex code challenge accepted,86,983
TIKA-3304,False,True,False,Improve robustness of async processing in 2.x,,Task,Resolved,Fixed,Major,,tika-pipes,2021-02-19T22:16:40.901+0000,2021-03-26T22:45:19.760+0000,2021-03-26T21:53:02.709+0000,0,3,,5,0,Improve robustness of async processing in 2.x ,improve robustness async processing,improve robustness async processing,4,0
TIKA-3301,False,True,False,Simplify forking/monitoring in tika-server for 2.x,"In looking back at the code for tika-server's forking process and monitoring. We can simplify it quite a bit and make restarts more timely and efficient.

We should change a few Thread.sleep calls to process.waitFor() so that we're notified instantly if a forked process dies.

We don't need the pinging communication via stdout/stdin between forking and forked.  The forking process can monitor the forked process via the forkedstatusfile and watching for an exit value on the process.  The forked process can monitor its parent by blocking on a read of stdin. ",Task,Resolved,Fixed,Minor,,,2021-02-16T16:48:59.805+0000,2021-02-17T21:44:43.028+0000,2021-02-16T17:21:20.100+0000,0,2,,2,0,"Simplify forking/monitoring in tika-server for 2.x In looking back at the code for tika-server's forking process and monitoring. We can simplify it quite a bit and make restarts more timely and efficient.

We should change a few Thread.sleep calls to process.waitFor() so that we're notified instantly if a forked process dies.

We don't need the pinging communication via stdout/stdin between forking and forked.  The forking process can monitor the forked process via the forkedstatusfile and watching for an exit value on the process.  The forked process can monitor its parent by blocking on a read of stdin. ",simplify forking monitoring server looking back code server forking process monitoring simplify quite bit restarts timely efficient change thread sleep call process wait notified instantly forked process pinging communication via stdout stdin forking forked forking process monitor forked process via forkedstatusfile watching exit value process forked process monitor parent blocking read stdin,simplify forking monitoring server looking back code server forking process monitoring simplify quite bit restarts timely efficient change thread sleep call process wait notified instantly forked process pinging communication via stdout stdin forking forked forking process monitor forked process via forkedstatusfile watching exit value process forked process monitor parent blocking read stdin,52,566
TIKA-3270,True,False,False,Render non-text in PDFs for OCR,"When we render a PDF page for OCR, we are relying on PDFBox to render all of the contents of the page, including text that may be available via regular extraction methods.

The result of this is that if a user selects ocr_and_text, there can be duplicate text -- text as stored in PDFs and the text generated via OCR.  In the xhtml output, we do mark a separate ""div"" for OCR so that users can distinguish, but still, it might be useful not to have to run OCR on text that was reliably extracted.

One solution to this was proposed by [~lfcnassif] on TIKA-3258, with a technical/implementation recommendation by [~tilman] to subclass PDFRenderer and PageDrawer to render only the image components of a page.

This would be a new, non-breaking feature.  This is not a blocker on 2.0.0.",Improvement,Resolved,Fixed,Major,,,2021-01-12T15:41:17.206+0000,2023-10-03T19:57:14.533+0000,2023-10-03T19:57:14.525+0000,0,5,,11,4,"Render non-text in PDFs for OCR When we render a PDF page for OCR, we are relying on PDFBox to render all of the contents of the page, including text that may be available via regular extraction methods.

The result of this is that if a user selects ocr_and_text, there can be duplicate text -- text as stored in PDFs and the text generated via OCR.  In the xhtml output, we do mark a separate ""div"" for OCR so that users can distinguish, but still, it might be useful not to have to run OCR on text that was reliably extracted.

One solution to this was proposed by [~lfcnassif] on TIKA-3258, with a technical/implementation recommendation by [~tilman] to subclass PDFRenderer and PageDrawer to render only the image components of a page.

This would be a new, non-breaking feature.  This is not a blocker on 2.0.0.",render non text pdfs ocr render pdf page ocr relying pdfbox render content page including text may available via regular extraction method result user selects ocr text duplicate text text stored pdfs text generated via ocr xhtml output mark separate div ocr user distinguish still might useful run ocr text reliably extracted solution proposed lfcnassif technical implementation recommendation tilman subclass pdfrenderer page drawer render image component page non breaking feature blocker,render non text pdfs ocr render pdf page ocr relying pdfbox render content page including text may available via regular extraction method result user selects ocr text duplicate text text stored pdfs text generated via ocr xhtml output mark separate div ocr user distinguish still might useful run ocr text reliably extracted solution proposed lfcnassif technical implementation recommendation tilman subclass pdfrenderer page drawer render image component page non breaking feature blocker,71,790
TIKA-3242,False,True,False,Allow users to send arbitrary metadata to tika-server per document,"As we potentially move towards implementing an emitter framework, it will be useful to allow users to send metadata to be included in the output for each file.  We can accomplish this fairly easily via httpheaders.",Task,Resolved,Fixed,Minor,,,2020-12-01T21:06:44.252+0000,2020-12-16T22:43:37.010+0000,2020-12-16T20:53:40.550+0000,0,2,,2,0,"Allow users to send arbitrary metadata to tika-server per document As we potentially move towards implementing an emitter framework, it will be useful to allow users to send metadata to be included in the output for each file.  We can accomplish this fairly easily via httpheaders.",allow user send arbitrary metadata server per document potentially move towards implementing emitter framework useful allow user send metadata included output file accomplish fairly easily via,allow user send arbitrary metadata server per document potentially move towards implementing emitter framework useful allow user send metadata included output file accomplish fairly easily via,26,214
TIKA-3237,False,True,False,Great optimization in ForkParser,"There is a huge overhead in ForkParser ContentHandlerProxy and ContentHandlerResource read/write char[]/string methods. A simple change to not loop reading/writing each char of strings can result in speed ups of several orders of magnitude.

 

Tests with ~10k small RFC822 files (22MB), 24 parsing threads, have shown parse times below:

ForkParser off: 4s

ForkParser on: 30min

ForkParser patched: 17s

 

Also, there is a bug when running at least with Oracle JDK8 that, if a String greater than 65535 chars is written, a UTFDataFormatException is thrown from DataOutputStream.writeUTF(String) method.",Improvement,Resolved,Fixed,Major,,core,2020-11-26T18:22:13.459+0000,2021-04-12T12:59:22.262+0000,2020-11-26T20:25:26.785+0000,0,2,,4,0,"Great optimization in ForkParser There is a huge overhead in ForkParser ContentHandlerProxy and ContentHandlerResource read/write char[]/string methods. A simple change to not loop reading/writing each char of strings can result in speed ups of several orders of magnitude.

 

Tests with ~10k small RFC822 files (22MB), 24 parsing threads, have shown parse times below:

ForkParser off: 4s

ForkParser on: 30min

ForkParser patched: 17s

 

Also, there is a bug when running at least with Oracle JDK8 that, if a String greater than 65535 chars is written, a UTFDataFormatException is thrown from DataOutputStream.writeUTF(String) method.",great optimization fork parser huge overhead fork parser content handler proxy content handler resource read write char string method simple change loop reading writing char string result speed ups several order magnitude test small rfc file parsing thread shown parse time fork parser fork parser min fork parser patched bug running least oracle jdk string greater char written utfdata format exception thrown data output stream write utf string method,great optimization fork parser huge overhead fork parser content handler proxy content handler resource read write char string method simple change loop reading writing char string result speed ups several order magnitude test small rfc file parsing thread shown parse time fork parser fork parser min fork parser patched bug running least oracle jdk string greater char written utfdata format exception thrown data output stream write utf string method,69,619
